Object ID,Predicate,Artist
379,作者,未知
380,作者,未知
381,作者,未知
382,作者,未知
383,作者,未知
384,作者,未知
385,作者,未知
386,作者,未知
387,作者,未知
388,作者,未知
389,作者,未知
390,作者,未知
391,作者,未知
392,作者,未知
393,作者,未知
394,作者,未知
395,作者,未知
396,作者,未知
397,作者,未知
398,作者,未知
399,作者,未知
400,作者,未知
401,作者,未知
402,作者,未知
403,作者,未知
404,作者,未知
405,作者,未知
406,作者,未知
407,作者,未知
408,作者,未知
409,作者,未知
410,作者,未知
411,作者,未知
412,作者,未知
413,作者,未知
414,作者,未知
415,作者,未知
416,作者,未知
417,作者,未知
418,作者,未知
419,作者,未知
420,作者,未知
421,作者,未知
422,作者,未知
423,作者,未知
424,作者,未知
425,作者,未知
426,作者,未知
427,作者,未知
428,作者,未知
429,作者,未知
430,作者,未知
431,作者,未知
432,作者,未知
433,作者,未知
434,作者,未知
435,作者,未知
436,作者,未知
437,作者,未知
438,作者,未知
439,作者,未知
440,作者,未知
441,作者,未知
442,作者,未知
443,作者,未知
444,作者,未知
445,作者,未知
446,作者,未知
447,作者,未知
448,作者,未知
449,作者,未知
450,作者,未知
451,作者,未知
452,作者,未知
453,作者,未知
454,作者,未知
455,作者,未知
456,作者,未知
457,作者,未知
458,作者,未知
459,作者,未知
460,作者,未知
461,作者,未知
462,作者,未知
463,作者,未知
464,作者,未知
465,作者,未知
466,作者,未知
467,作者,未知
468,作者,未知
469,作者,未知
470,作者,未知
471,作者,未知
472,作者,未知
473,作者,未知
474,作者,未知
475,作者,未知
476,作者,未知
477,作者,未知
478,作者,未知
479,作者,未知
480,作者,未知
481,作者,未知
482,作者,未知
483,作者,未知
484,作者,未知
485,作者,未知
486,作者,未知
487,作者,未知
488,作者,未知
489,作者,未知
490,作者,未知
491,作者,未知
492,作者,未知
493,作者,未知
494,作者,未知
495,作者,未知
496,作者,未知
497,作者,未知
498,作者,未知
499,作者,托马斯·戈德温
500,作者,威廉骑马公司。
501,作者,威廉骑马公司。
502,作者,威廉骑马公司。
503,作者,伊诺克·伍德父子公司
504,作者,未知
505,作者,未知
506,作者,未知
507,作者,未知
508,作者,未知
509,作者,未知
510,作者,未知
511,作者,未知
512,作者,未知
513,作者,未知
514,作者,未知
515,作者,未知
516,作者,未知
517,作者,未知
518,作者,未知
519,作者,未知
520,作者,未知
521,作者,未知
522,作者,未知
523,作者,未知
524,作者,未知
525,作者,未知
526,作者,未知
527,作者,未知
528,作者,未知
529,作者,未知
530,作者,未知
531,作者,未知
532,作者,未知
533,作者,未知
534,作者,未知
535,作者,未知
536,作者,未知
537,作者,未知
538,作者,未知
539,作者,未知
540,作者,未知
541,作者,未知
542,作者,未知
543,作者,兰贝斯工厂
544,作者,未知
545,作者,未知
546,作者,未知
547,作者,未知
548,作者,未知
549,作者,未知
550,作者,未知
551,作者,未知
552,作者,未知
553,作者,未知
554,作者,未知
555,作者,未知
556,作者,未知
557,作者,未知
558,作者,未知
559,作者,未知
560,作者,未知
561,作者,未知
562,作者,未知
563,作者,未知
564,作者,未知
565,作者,未知
566,作者,未知
567,作者,未知
568,作者,未知
569,作者,未知
570,作者,未知
571,作者,未知
572,作者,未知
573,作者,未知
574,作者,未知
575,作者,未知
576,作者,未知
577,作者,未知
578,作者,未知
579,作者,未知
580,作者,未知
581,作者,未知
582,作者,未知
583,作者,未知
584,作者,未知
585,作者,未知
586,作者,未知
587,作者,未知
588,作者,未知
589,作者,未知
590,作者,未知
591,作者,未知
592,作者,未知
593,作者,未知
594,作者,未知
595,作者,未知
596,作者,未知
597,作者,未知
598,作者,未知
599,作者,未知
600,作者,未知
601,作者,未知
602,作者,未知
603,作者,未知
604,作者,未知
605,作者,未知
606,作者,未知
607,作者,未知
608,作者,未知
609,作者,未知
610,作者,未知
611,作者,未知
612,作者,未知
613,作者,未知
614,作者,未知
615,作者,未知
616,作者,未知
617,作者,未知
618,作者,未知
619,作者,未知
620,作者,未知
621,作者,未知
622,作者,未知
623,作者,未知
624,作者,未知
625,作者,未知
626,作者,未知
627,作者,未知
628,作者,未知
629,作者,未知
630,作者,未知
631,作者,未知
632,作者,未知
633,作者,未知
634,作者,未知
635,作者,未知
636,作者,未知
637,作者,未知
638,作者,未知
639,作者,未知
640,作者,未知
641,作者,未知
642,作者,未知
643,作者,未知
644,作者,未知
645,作者,未知
646,作者,未知
647,作者,未知
648,作者,未知
649,作者,未知
650,作者,未知
651,作者,未知
652,作者,未知
653,作者,未知
654,作者,未知
655,作者,未知
656,作者,未知
657,作者,未知
658,作者,未知
659,作者,未知
660,作者,未知
661,作者,未知
662,作者,未知
663,作者,未知
664,作者,未知
665,作者,未知
666,作者,未知
667,作者,未知
668,作者,未知
669,作者,未知
670,作者,未知
671,作者,未知
672,作者,未知
673,作者,赖特
674,作者,赖特
675,作者,赖特
676,作者,赖特
677,作者,赖特
678,作者,赖特
679,作者,未知
680,作者,美国艺术瓷器公司
681,作者,未知
682,作者,未知
683,作者,未知
684,作者,未知
685,作者,未知
686,作者,未知
687,作者,未知
688,作者,未知
689,作者,未知
690,作者,未知
691,作者,未知
692,作者,未知
693,作者,未知
694,作者,未知
695,作者,未知
696,作者,未知
697,作者,未知
698,作者,未知
699,作者,未知
700,作者,未知
701,作者,未知
702,作者,未知
703,作者,未知
704,作者,未知
705,作者,未知
706,作者,未知
707,作者,未知
708,作者,未知
709,作者,未知
710,作者,jacob boelen
711,作者,chelsea keramic art works
712,作者,ott and brewer
713,作者,未知
714,作者,未知
715,作者,american art china company
716,作者,未知
717,作者,未知
718,作者,未知
719,作者,未知
720,作者,未知
721,作者,未知
722,作者,未知
723,作者,未知
724,作者,未知
725,作者,未知
726,作者,未知
727,作者,未知
728,作者,"hobbs, brockunier and company"
729,作者,m. louise mclaughlin
730,作者,adelaide alsop robineau
731,作者,kate b. sears
732,作者,未知
733,作者,未知
734,作者,未知
735,作者,未知
736,作者,未知
737,作者,未知
738,作者,未知
739,作者,未知
740,作者,未知
741,作者,未知
742,作者,未知
743,作者,未知
744,作者,未知
745,作者,未知
746,作者,未知
747,作者,未知
748,作者,未知
749,作者,未知
750,作者,未知
751,作者,未知
752,作者,未知
753,作者,未知
754,作者,john la farge
755,作者,louis c. tiffany
756,作者,william merritt chase
757,作者,arthur b. davies
758,作者,arthur b. davies
759,作者,ralph earl
760,作者,frances grimes
761,作者,frances grimes
762,作者,mary mcmillan
763,作者,gilbert stuart
764,作者,edmund charles tarbell
765,作者,chinese painter
766,作者,未知
767,作者,chinese painter
768,作者,未知
769,作者,未知
770,作者,未知
771,作者,tingqua
772,作者,chinese painter
773,作者,未知
774,作者,未知
775,作者,chinese painter
776,作者,"lenox, incorporated"
777,作者,"lenox, incorporated"
778,作者,american china manufactory
779,作者,未知
780,作者,未知
781,作者,未知
782,作者,未知
783,作者,martha (patty) coggeshall
784,作者,laura hyde
785,作者,rebekah white
786,作者,rebekah s. munro
787,作者,"knowles, taylor, and knowles"
788,作者,"knowles, taylor, and knowles"
789,作者,chittenango pottery company
790,作者,lockwood de forest
791,作者,未知
792,作者,thomas hovenden
793,作者,benjamin henry latrobe
794,作者,george lethbridge saunders
795,作者,julius dessoir
796,作者,julius dessoir
797,作者,julius dessoir
798,作者,"knowles, taylor, and knowles"
799,作者,john mackie falconer
800,作者,ott and brewer
801,作者,西莉亚·莱顿·巴克斯特
802,作者,未知
803,作者,富尔珀陶瓷公司
804,作者,未知
805,作者,安妮·蔡斯
806,作者,未知
807,作者,关联艺术家
808,作者,未知
809,作者,未知
810,作者,未知
811,作者,未知
812,作者,未知
813,作者,路易斯·c·蒂芙尼
814,作者,里克兄弟
815,作者,托马斯·阿弗莱克
816,作者,弗洛伦斯·科勒
817,作者,苏珊s.g.frackelton
818,作者,休·c·罗伯逊
819,作者,休·c·罗伯逊
820,作者,切尔西·科马奇艺术作品
821,作者,切尔西·科马奇艺术作品
822,作者,休·c·罗伯逊
823,作者,德汉陶器
824,作者,丹佛陶瓷公司
825,作者,纽康陶器
826,作者,克利夫顿艺术陶器
827,作者,查尔斯·弗格斯·宾斯
828,作者,欧文中国公司
829,作者,纽康陶器
830,作者,切尔西·科马奇艺术作品
831,作者,切尔西·科马奇艺术作品
832,作者,切尔西·科马奇艺术作品
833,作者,切尔西·科马奇艺术作品
834,作者,切尔西·科马奇艺术作品
835,作者,切尔西·科马奇艺术作品
836,作者,切尔西·科马奇艺术作品
837,作者,切尔西·科马奇艺术作品
838,作者,切尔西·科马奇艺术作品
839,作者,切尔西·科马奇艺术作品
840,作者,切尔西·科马奇艺术作品
841,作者,切尔西·科马奇艺术作品
842,作者,切尔西·科马奇艺术作品
843,作者,切尔西·科马奇艺术作品
844,作者,切尔西·科马奇艺术作品
845,作者,切尔西·科马奇艺术作品
846,作者,切尔西·科马奇艺术作品
847,作者,切尔西·科马奇艺术作品
848,作者,切尔西·科马奇艺术作品
849,作者,美国切尔西陶艺。
850,作者,切尔西·科马奇艺术作品
851,作者,阿德莱德阿尔索普·罗宾诺
852,作者,克利夫顿艺术陶器
853,作者,路易斯·麦克劳克林
854,作者,玛丽·齐默尔曼
855,作者,罗伯特·r·贾维
856,作者,俄亥俄河谷中国公司
857,作者,赫尔特兄弟
858,作者,新泽西州特伦顿陶瓷艺术公司
859,作者,新泽西州特伦顿陶瓷艺术公司
860,作者,新英格兰玻璃公司
861,作者,未知
862,作者,未知
863,作者,汉娜·罗宾逊
864,作者,未知
865,作者,未知
866,作者,未知
867,作者,未知
868,作者,shigetake
869,作者,未知
870,作者,未知
871,作者,未知
872,作者,未知
873,作者,未知
874,作者,未知
875,作者,未知
876,作者,未知
877,作者,未知
878,作者,未知
879,作者,未知
880,作者,未知
881,作者,未知
882,作者,未知
883,作者,未知
884,作者,未知
885,作者,未知
886,作者,未知
887,作者,未知
888,作者,未知
889,作者,未知
890,作者,未知
891,作者,未知
892,作者,未知
893,作者,未知
894,作者,未知
895,作者,未知
896,作者,未知
897,作者,未知
898,作者,未知
899,作者,未知
900,作者,未知
901,作者,未知
902,作者,未知
903,作者,未知
904,作者,未知
905,作者,未知
906,作者,未知
907,作者,未知
908,作者,未知
909,作者,佐托姆·艾塔达
910,作者,未知
911,作者,未知
912,作者,未知
913,作者,未知
914,作者,未知
915,作者,未知
916,作者,未知
917,作者,未知
918,作者,未知
919,作者,未知
920,作者,增田美津文男
921,作者,未知
922,作者,未知
923,作者,未知
924,作者,未知
925,作者,未知
926,作者,高精宗高本hidemune
927,作者,未知
928,作者,未知
929,作者,未知
930,作者,石黑浩
931,作者,未知
932,作者,三藤忠雄
933,作者,三藤忠雄
934,作者,三藤忠雄
935,作者,未知
936,作者,未知
937,作者,未知
938,作者,未知
939,作者,艾哈迈德·泰克卢
940,作者,未知
941,作者,未知
942,作者,未知
943,作者,未知
944,作者,未知
945,作者,未知
946,作者,未知
947,作者,未知
948,作者,未知
949,作者,未知
950,作者,未知
951,作者,未知
952,作者,未知
953,作者,未知
954,作者,未知
955,作者,未知
956,作者,未知
957,作者,未知
958,作者,未知
959,作者,未知
960,作者,未知
961,作者,未知
962,作者,未知
963,作者,未知
964,作者,未知
965,作者,未知
966,作者,未知
967,作者,未知
968,作者,未知
969,作者,未知
970,作者,未知
971,作者,未知
972,作者,未知
973,作者,未知
974,作者,未知
975,作者,未知
976,作者,未知
977,作者,未知
978,作者,未知
979,作者,未知
980,作者,未知
981,作者,未知
982,作者,未知
983,作者,未知
984,作者,未知
985,作者,未知
986,作者,未知
987,作者,未知
988,作者,未知
989,作者,未知
990,作者,未知
991,作者,未知
992,作者,未知
993,作者,未知
994,作者,未知
995,作者,未知
996,作者,未知
997,作者,未知
998,作者,未知
999,作者,未知
1000,作者,未知
1001,作者,未知
1002,作者,未知
1003,作者,未知
1004,作者,未知
1005,作者,未知
1006,作者,未知
1007,作者,未知
1008,作者,未知
1009,作者,未知
1010,作者,未知
1011,作者,未知
1012,作者,未知
1013,作者,未知
1014,作者,未知
1015,作者,未知
1016,作者,未知
1017,作者,未知
1018,作者,未知
1019,作者,未知
1020,作者,未知
1021,作者,未知
1022,作者,未知
1023,作者,未知
1024,作者,未知
1025,作者,未知
1026,作者,未知
1027,作者,未知
1028,作者,未知
1029,作者,未知
1030,作者,未知
1031,作者,未知
1032,作者,未知
1033,作者,未知
1034,作者,未知
1035,作者,未知
1036,作者,未知
1037,作者,未知
1038,作者,未知
1039,作者,未知
1040,作者,未知
1041,作者,未知
1042,作者,未知
1043,作者,未知
1044,作者,未知
1045,作者,未知
1046,作者,未知
1047,作者,未知
1048,作者,未知
1049,作者,未知
1050,作者,未知
1051,作者,未知
1052,作者,未知
1053,作者,未知
1054,作者,未知
1055,作者,未知
1056,作者,谁不想养活灵魂[…]
1057,作者,未知
1058,作者,未知
1059,作者,未知
1060,作者,未知
1061,作者,未知
1062,作者,未知
1063,作者,未知
1064,作者,未知
1065,作者,未知
1066,作者,未知
1067,作者,未知
1068,作者,未知
1069,作者,未知
1070,作者,未知
1071,作者,未知
1072,作者,未知
1073,作者,未知
1074,作者,未知
1075,作者,未知
1076,作者,未知
1077,作者,未知
1078,作者,未知
1079,作者,未知
1080,作者,未知
1081,作者,未知
1082,作者,未知
1083,作者,未知
1084,作者,未知
1085,作者,未知
1086,作者,未知
1087,作者,未知
1088,作者,未知
1089,作者,未知
1090,作者,未知
1091,作者,未知
1092,作者,未知
1093,作者,未知
1094,作者,未知
1095,作者,未知
1096,作者,未知
1097,作者,未知
1098,作者,未知
1099,作者,未知
1100,作者,未知
1101,作者,未知
1102,作者,未知
1103,作者,未知
1104,作者,未知
1105,作者,未知
1106,作者,未知
1107,作者,未知
1108,作者,未知
1109,作者,未知
1110,作者,未知
1111,作者,未知
1112,作者,未知
1113,作者,未知
1114,作者,未知
1115,作者,未知
1116,作者,未知
1117,作者,未知
1118,作者,未知
1119,作者,未知
1120,作者,未知
1121,作者,未知
1122,作者,未知
1123,作者,未知
1124,作者,未知
1125,作者,未知
1126,作者,未知
1127,作者,未知
1128,作者,未知
1129,作者,未知
1130,作者,未知
1131,作者,未知
1132,作者,未知
1133,作者,未知
1134,作者,未知
1135,作者,未知
1136,作者,未知
1137,作者,未知
1138,作者,未知
1139,作者,未知
1140,作者,未知
1141,作者,未知
1142,作者,未知
1143,作者,未知
1144,作者,未知
1145,作者,未知
1146,作者,未知
1147,作者,未知
1148,作者,未知
1149,作者,未知
1150,作者,未知
1151,作者,未知
1152,作者,未知
1153,作者,未知
1154,作者,未知
1155,作者,未知
1156,作者,未知
1157,作者,未知
1158,作者,未知
1159,作者,未知
1160,作者,未知
1161,作者,未知
1162,作者,未知
1163,作者,未知
1164,作者,未知
1165,作者,未知
1166,作者,未知
1167,作者,未知
1168,作者,未知
1169,作者,未知
1170,作者,未知
1171,作者,未知
1172,作者,未知
1173,作者,未知
1174,作者,未知
1175,作者,未知
1176,作者,未知
1177,作者,未知
1178,作者,未知
1179,作者,未知
1180,作者,是的
1181,作者,未知
1182,作者,未知
1183,作者,未知
1184,作者,未知
1185,作者,未知
1186,作者,未知
1187,作者,未知
1188,作者,未知
1189,作者,未知
1190,作者,未知
1191,作者,未知
1192,作者,未知
1193,作者,未知
1194,作者,未知
1195,作者,未知
1196,作者,未知
1197,作者,未知
1198,作者,未知
1199,作者,未知
1200,作者,未知
1201,作者,未知
1202,作者,未知
1203,作者,未知
1204,作者,未知
1205,作者,未知
1206,作者,未知
1207,作者,未知
1208,作者,未知
1209,作者,未知
1210,作者,未知
1211,作者,未知
1212,作者,未知
1213,作者,未知
1214,作者,未知
1215,作者,未知
1216,作者,未知
1217,作者,未知
1218,作者,未知
1219,作者,未知
1220,作者,未知
1221,作者,未知
1222,作者,未知
1223,作者,未知
1224,作者,未知
1225,作者,未知
1226,作者,未知
1227,作者,未知
1228,作者,未知
1229,作者,未知
1230,作者,未知
1231,作者,未知
1232,作者,未知
1233,作者,未知
1234,作者,未知
1235,作者,未知
1236,作者,未知
1237,作者,未知
1238,作者,未知
1239,作者,未知
1240,作者,未知
1241,作者,未知
1242,作者,未知
1243,作者,未知
1244,作者,未知
1245,作者,未知
1246,作者,未知
1247,作者,未知
1248,作者,未知
1249,作者,未知
1250,作者,未知
1251,作者,未知
1252,作者,未知
1253,作者,未知
1254,作者,未知
1255,作者,未知
1256,作者,未知
1257,作者,未知
1258,作者,未知
1259,作者,未知
1260,作者,未知
1261,作者,未知
1262,作者,未知
1263,作者,未知
1264,作者,未知
1265,作者,未知
1266,作者,未知
1267,作者,未知
1268,作者,未知
1269,作者,未知
1270,作者,未知
1271,作者,未知
1272,作者,未知
1273,作者,未知
1274,作者,未知
1275,作者,未知
1276,作者,未知
1277,作者,未知
1278,作者,未知
1279,作者,未知
1280,作者,未知
1281,作者,未知
1282,作者,未知
1283,作者,未知
1284,作者,未知
1285,作者,未知
1286,作者,未知
1287,作者,未知
1288,作者,未知
1289,作者,未知
1290,作者,未知
1291,作者,未知
1292,作者,未知
1293,作者,未知
1294,作者,未知
1295,作者,未知
1296,作者,未知
1297,作者,未知
1298,作者,未知
1299,作者,未知
1300,作者,未知
1301,作者,未知
1302,作者,未知
1303,作者,未知
1304,作者,未知
1305,作者,未知
1306,作者,未知
1307,作者,未知
1308,作者,未知
1309,作者,未知
1310,作者,未知
1311,作者,未知
1312,作者,未知
1313,作者,未知
1314,作者,未知
1315,作者,未知
1316,作者,未知
1317,作者,未知
1318,作者,未知
1319,作者,未知
1320,作者,未知
1321,作者,未知
1322,作者,未知
1323,作者,未知
1324,作者,未知
1325,作者,未知
1326,作者,未知
1327,作者,未知
1328,作者,未知
1329,作者,未知
1330,作者,曼努埃尔·卡斯科
1331,作者,未知
1332,作者,未知
1333,作者,未知
1334,作者,未知
1335,作者,未知
1336,作者,未知
1337,作者,未知
1338,作者,未知
1339,作者,未知
1340,作者,未知
1341,作者,未知
1342,作者,未知
1343,作者,未知
1344,作者,未知
1345,作者,未知
1346,作者,未知
1347,作者,未知
1348,作者,未知
1349,作者,未知
1350,作者,未知
1351,作者,约翰??戈特弗里德·海尼施
1352,作者,未知
1353,作者,未知
1354,作者,未知
1355,作者,未知
1356,作者,未知
1357,作者,未知
1358,作者,未知
1359,作者,未知
1360,作者,未知
1361,作者,未知
1362,作者,未知
1363,作者,未知
1364,作者,未知
1365,作者,未知
1366,作者,未知
1367,作者,未知
1368,作者,未知
1369,作者,未知
1370,作者,未知
1371,作者,未知
1372,作者,未知
1373,作者,未知
1374,作者,未知
1375,作者,身份不明的艺术家
1376,作者,金遵年
1377,作者,丁云鹏
1378,作者,身份不明的艺术家
1379,作者,身份不明的艺术家
1380,作者,身份不明的艺术家
1381,作者,身份不明的艺术家
1382,作者,身份不明的艺术家
1383,作者,身份不明的艺术家
1384,作者,陆克正
1385,作者,文忠义
1386,作者,身份不明的艺术家
1387,作者,身份不明的艺术家
1388,作者,沈浩
1389,作者,身份不明的艺术家
1390,作者,身份不明的艺术家
1391,作者,身份不明的艺术家
1392,作者,身份不明的艺术家
1393,作者,程家遂
1394,作者,于东如
1395,作者,李流芳
1396,作者,陈继春
1397,作者,吴斌
1398,作者,身份不明的艺术家
1399,作者,潘云宇
1400,作者,袁志
1401,作者,齐志佳
1402,作者,文从建
1403,作者,张冲
1404,作者,里桥
1405,作者,邵米
1406,作者,杨文聪
1407,作者,庄炯生
1408,作者,文志
1409,作者,吴善涛
1410,作者,瑞安大成
1411,作者,身份不明的艺术家
1412,作者,夏圭
1413,作者,未知
1414,作者,身份不明的艺术家
1415,作者,身份不明的艺术家
1416,作者,身份不明的艺术家
1417,作者,身份不明的艺术家
1418,作者,身份不明的艺术家
1419,作者,身份不明的艺术家
1420,作者,仇英
1421,作者,赵作
1422,作者,陈数
1423,作者,恽寿平
1424,作者,唐逸芬
1425,作者,石涛（朱若吉）
1426,作者,文伯仁
1427,作者,身份不明的艺术家
1428,作者,贯休
1429,作者,顾一德
1430,作者,张璐
1431,作者,朱杰
1432,作者,吴历
1433,作者,王文治
1434,作者,张庚
1435,作者,不明的
1436,作者,沈硕
1437,作者,未知
1438,作者,身份不明的艺术家
1439,作者,身份不明的艺术家
1440,作者,身份不明的艺术家
1441,作者,文通
1442,作者,蒋廷锡
1443,作者,马远
1444,作者,未知
1445,作者,身份不明的艺术家
1446,作者,身份不明的艺术家
1447,作者,身份不明的艺术家
1448,作者,未知
1449,作者,蒋宝华
1450,作者,未知
1451,作者,张宗昌
1452,作者,身份不明的艺术家
1453,作者,身份不明的艺术家
1454,作者,林良
1455,作者,马世达
1456,作者,不明的
1457,作者,身份不明的艺术家
1458,作者,身份不明的艺术家
1459,作者,马琳
1460,作者,身份不明的艺术家
1461,作者,身份不明的艺术家
1462,作者,周宗廉
1463,作者,马泉
1464,作者,身份不明的艺术家
1465,作者,身份不明的艺术家
1466,作者,唐寅
1467,作者,身份不明的艺术家
1468,作者,身份不明的艺术家
1469,作者,身份不明的艺术家
1470,作者,身份不明的艺术家
1471,作者,谢世辰
1472,作者,身份不明的艺术家
1473,作者,身份不明的艺术家
1474,作者,董其昌
1475,作者,王辉
1476,作者,程正奎
1477,作者,徐悲鸿
1478,作者,朱玲
